timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1707148229642,21287,HTTP Request,200,OK,Thread Group 1-956,text,true,,1963,118,670,670,https://www.daraz.com.bd/,21286,0,21230
1707148250900,55,HTTP Request,200,OK,Thread Group 1-2324,text,true,,1939,118,670,670,https://www.daraz.com.bd/,55,0,0
1707148229688,21272,HTTP Request,200,OK,Thread Group 1-1168,text,true,,1945,118,669,669,https://www.daraz.com.bd/,21272,0,21218
1707148250906,57,HTTP Request,200,OK,Thread Group 1-2291,text,true,,1981,118,669,669,https://www.daraz.com.bd/,57,0,0
1707148250906,57,HTTP Request,200,OK,Thread Group 1-2200,text,true,,1957,118,669,669,https://www.daraz.com.bd/,57,0,0
1707148230657,20305,HTTP Request,200,OK,Thread Group 1-2452,text,true,,1975,118,669,669,https://www.daraz.com.bd/,20305,0,20249
1707148250907,57,HTTP Request,200,OK,Thread Group 1-428,text,true,,1939,118,667,667,https://www.daraz.com.bd/,57,0,0
1707148250910,56,HTTP Request,200,OK,Thread Group 1-664,text,true,,1939,118,666,666,https://www.daraz.com.bd/,56,0,0
1707148250912,61,HTTP Request,200,OK,Thread Group 1-1467,text,true,,1939,118,665,665,https://www.daraz.com.bd/,61,0,0
1707148250923,57,HTTP Request,200,OK,Thread Group 1-843,text,true,,1975,118,664,664,https://www.daraz.com.bd/,57,0,0
1707148250923,57,HTTP Request,200,OK,Thread Group 1-731,text,true,,1969,118,664,664,https://www.daraz.com.bd/,57,0,0
1707148250923,57,HTTP Request,200,OK,Thread Group 1-1602,text,true,,1945,118,663,663,https://www.daraz.com.bd/,57,0,0
1707148250926,56,HTTP Request,200,OK,Thread Group 1-2670,text,true,,1939,118,661,661,https://www.daraz.com.bd/,56,0,0
1707148250928,56,HTTP Request,200,OK,Thread Group 1-956,text,true,,1951,118,660,660,https://www.daraz.com.bd/,56,0,0
1707148250926,62,HTTP Request,200,OK,Thread Group 1-1421,text,true,,1939,118,659,659,https://www.daraz.com.bd/,62,0,0
1707148229893,21098,HTTP Request,200,OK,Thread Group 1-2132,text,true,,1981,118,658,658,https://www.daraz.com.bd/,21098,0,21043
1707148229756,21240,HTTP Request,200,OK,Thread Group 1-1628,text,true,,1999,118,658,658,https://www.daraz.com.bd/,21240,0,21182
1707148230582,20412,HTTP Request,200,OK,Thread Group 1-2329,text,true,,1927,118,658,658,https://www.daraz.com.bd/,20412,0,20354
1707148230597,20398,HTTP Request,200,OK,Thread Group 1-2580,text,true,,1987,118,658,658,https://www.daraz.com.bd/,20398,0,20340
1707148230554,20444,HTTP Request,200,OK,Thread Group 1-2145,text,true,,1927,118,658,658,https://www.daraz.com.bd/,20444,0,20386
1707148229500,21514,HTTP Request,200,OK,Thread Group 1-277,text,true,,1981,118,658,658,https://www.daraz.com.bd/,21514,0,21456
1707148250959,55,HTTP Request,200,OK,Thread Group 1-1168,text,true,,1999,118,658,658,https://www.daraz.com.bd/,55,0,0
1707148229660,21359,HTTP Request,200,OK,Thread Group 1-1026,text,true,,1951,118,657,657,https://www.daraz.com.bd/,21263,0,7305
1707148250963,56,HTTP Request,200,OK,Thread Group 1-2452,text,true,,1963,118,657,657,https://www.daraz.com.bd/,56,0,0
1707148229729,21306,HTTP Request,200,OK,Thread Group 1-1396,text,true,,1933,118,656,656,https://www.daraz.com.bd/,21202,0,4533
1707148229671,21364,HTTP Request,200,OK,Thread Group 1-1076,text,true,,1987,118,656,656,https://www.daraz.com.bd/,21364,0,21310
1707148229531,21506,HTTP Request,200,OK,Thread Group 1-416,text,true,,1951,118,656,656,https://www.daraz.com.bd/,21504,0,21450
1707148229646,21392,HTTP Request,200,OK,Thread Group 1-986,text,true,,1957,118,656,656,https://www.daraz.com.bd/,21392,0,21335
1707148230637,20404,HTTP Request,200,OK,Thread Group 1-3053,text,true,,1957,118,656,656,https://www.daraz.com.bd/,20404,0,20347
1707148229624,21419,HTTP Request,200,OK,Thread Group 1-860,text,true,,1963,118,656,656,https://www.daraz.com.bd/,21419,0,21362
1707148230609,20433,HTTP Request,200,OK,Thread Group 1-2795,text,true,,1975,118,656,656,https://www.daraz.com.bd/,20433,0,20377
1707148230647,20397,HTTP Request,200,OK,Thread Group 1-3081,text,true,,1957,118,656,656,https://www.daraz.com.bd/,20397,0,20340
1707148229670,21376,HTTP Request,200,OK,Thread Group 1-1073,text,true,,1951,118,656,656,https://www.daraz.com.bd/,21376,0,21319
1707148230577,20468,HTTP Request,200,OK,Thread Group 1-2238,text,true,,1993,118,656,656,https://www.daraz.com.bd/,20468,0,20410
1707148230604,20441,HTTP Request,200,OK,Thread Group 1-2701,text,true,,1999,118,656,656,https://www.daraz.com.bd/,20441,0,20385
1707148250990,57,HTTP Request,200,OK,Thread Group 1-2132,text,true,,1993,118,656,656,https://www.daraz.com.bd/,57,0,0
1707148250995,57,HTTP Request,200,OK,Thread Group 1-1628,text,true,,1957,118,655,655,https://www.daraz.com.bd/,57,0,0
1707148250995,57,HTTP Request,200,OK,Thread Group 1-2329,text,true,,1933,118,655,655,https://www.daraz.com.bd/,57,0,0
1707148250996,57,HTTP Request,200,OK,Thread Group 1-2580,text,true,,1963,118,653,653,https://www.daraz.com.bd/,57,0,0
1707148250997,57,HTTP Request,200,OK,Thread Group 1-2145,text,true,,2005,118,652,652,https://www.daraz.com.bd/,57,0,0
1707148251013,57,HTTP Request,200,OK,Thread Group 1-277,text,true,,1939,118,651,651,https://www.daraz.com.bd/,57,0,0
1707148251018,55,HTTP Request,200,OK,Thread Group 1-1026,text,true,,1939,118,650,650,https://www.daraz.com.bd/,55,0,0
1707148251034,56,HTTP Request,200,OK,Thread Group 1-1396,text,true,,1951,118,649,649,https://www.daraz.com.bd/,56,0,0
1707148251036,56,HTTP Request,200,OK,Thread Group 1-416,text,true,,1975,118,648,648,https://www.daraz.com.bd/,56,0,0
1707148251037,56,HTTP Request,200,OK,Thread Group 1-986,text,true,,1975,118,647,647,https://www.daraz.com.bd/,56,0,0
1707148229648,21451,HTTP Request,200,OK,Thread Group 1-990,text,true,,1975,118,646,646,https://www.daraz.com.bd/,21451,0,21396
1707148229759,21340,HTTP Request,200,OK,Thread Group 1-1656,text,true,,1981,118,646,646,https://www.daraz.com.bd/,21340,0,21284
1707148251043,58,HTTP Request,200,OK,Thread Group 1-2795,text,true,,2005,118,646,646,https://www.daraz.com.bd/,57,0,0
1707148251042,59,HTTP Request,200,OK,Thread Group 1-3053,text,true,,1999,118,645,645,https://www.daraz.com.bd/,59,0,0
1707148229535,21567,HTTP Request,200,OK,Thread Group 1-453,text,true,,1969,118,645,645,https://www.daraz.com.bd/,21567,0,21509
1707148251043,58,HTTP Request,200,OK,Thread Group 1-860,text,true,,1933,118,644,644,https://www.daraz.com.bd/,58,0,0
1707148251045,59,HTTP Request,200,OK,Thread Group 1-1073,text,true,,1987,118,643,643,https://www.daraz.com.bd/,59,0,0
1707148251045,59,HTTP Request,200,OK,Thread Group 1-3081,text,true,,1963,118,642,642,https://www.daraz.com.bd/,59,0,0
1707148251046,58,HTTP Request,200,OK,Thread Group 1-2701,text,true,,1951,118,641,641,https://www.daraz.com.bd/,58,0,0
1707148251046,60,HTTP Request,200,OK,Thread Group 1-2238,text,true,,1951,118,640,640,https://www.daraz.com.bd/,60,0,0
1707148230605,20540,HTTP Request,200,OK,Thread Group 1-2725,text,true,,1945,118,639,639,https://www.daraz.com.bd/,20540,0,20409
1707148229589,21560,HTTP Request,200,OK,Thread Group 1-706,text,true,,1945,118,639,639,https://www.daraz.com.bd/,21560,0,21503
1707148229634,21518,HTTP Request,200,OK,Thread Group 1-912,text,true,,1945,118,639,639,https://www.daraz.com.bd/,21518,0,21461
1707148230583,20567,HTTP Request,200,OK,Thread Group 1-2343,text,true,,1957,118,639,639,https://www.daraz.com.bd/,20567,0,20509
1707148229512,21640,HTTP Request,200,OK,Thread Group 1-341,text,true,,1987,118,639,639,https://www.daraz.com.bd/,21640,0,21582
1707148229717,21438,HTTP Request,200,OK,Thread Group 1-1299,text,true,,1951,118,639,639,https://www.daraz.com.bd/,21438,0,21379
1707148229668,21487,HTTP Request,200,OK,Thread Group 1-1066,text,true,,1951,118,639,639,https://www.daraz.com.bd/,21487,0,21429
1707148251098,57,HTTP Request,200,OK,Thread Group 1-1656,text,true,,1945,118,639,639,https://www.daraz.com.bd/,57,0,0
